,sub_id,Group,hemi,area,linear_fit,slope,y_shift
0,sub-CC00063AN06,preterm,L,dorsal,0.013421286666382648,1.9122084080963548,94.07124488257396
1,sub-CC00063BN06,preterm,L,dorsal,0.007530575444075649,1.193298562133286,102.27513843201244
2,sub-CC00087BN14,preterm,L,dorsal,0.038350786699730244,3.084084548225828,88.91357202931604
3,sub-CC00121XX06,preterm,L,dorsal,9.107806540509245e-06,-0.03415886316137208,143.16286680725196
4,sub-CC00136AN13,preterm,L,dorsal,0.011874900652125486,1.389592522387335,85.24275121639891
5,sub-CC00177XX13,preterm,L,dorsal,0.03466566478436428,2.879204684957354,91.86516206932625
6,sub-CC00216AN10,preterm,L,dorsal,0.00015796770845777353,-0.19770096548022617,121.09821856866644
7,sub-CC00237XX15,preterm,L,dorsal,0.02337741028272311,1.5935072809333284,137.76232726894125
8,sub-CC00245AN15,preterm,L,dorsal,0.00013770871486140646,0.15534665476243653,123.20514706441253
9,sub-CC00245BN15,preterm,L,dorsal,0.00980366645683961,1.2578743910894945,109.7802756413505
10,sub-CC00245BN15,preterm,L,dorsal,0.01726459725877516,-1.9581687954130784,148.19939360562583
11,sub-CC00271XX08,preterm,L,dorsal,0.019598496600687687,2.2040038188859334,107.47922884851963
12,sub-CC00281AN10,preterm,L,dorsal,0.010175323223169608,-1.2685765222689431,124.0444339883546
13,sub-CC00293BN14,preterm,L,dorsal,0.006560548498564911,1.1359099338601495,95.0437516295055
14,sub-CC00351XX05,preterm,L,dorsal,0.06490982544918467,4.085035692387119,76.16938969912056
15,sub-CC00389XX19,preterm,L,dorsal,0.00012007532058144754,0.15128342116218793,132.1518999178341
16,sub-CC00406XX10,preterm,L,dorsal,0.012223238019055338,1.4924806142179718,113.5901390064528
17,sub-CC00465XX12,preterm,L,dorsal,0.002268994228615373,-0.6463929635236482,121.94612504723811
18,sub-CC00492BN15,preterm,L,dorsal,0.032286679145914765,2.601480776882235,83.98366809929972
19,sub-CC00525XX14,preterm,L,dorsal,0.014572844003638563,1.5968562590822841,130.33140157267357
20,sub-CC00563XX11,preterm,L,dorsal,0.003061928832245653,0.8252751041877118,113.36274119129294
21,sub-CC00648XX22,preterm,L,dorsal,0.0003064087535392668,0.2627576962475555,119.45062295948877
22,sub-CC00754AN12,preterm,L,dorsal,0.004435439590142254,1.000971515719631,96.7712459621086
23,sub-CC00764AN14,preterm,L,dorsal,0.03249370920590089,2.875006802464231,78.88319095750091
24,sub-CC00764BN14,preterm,L,dorsal,0.017429203782495906,2.1127132560865496,92.63191077125146
25,sub-CC00770XX12,preterm,L,dorsal,0.00588290531403024,-1.0784502344389737,110.38619187283433
26,sub-CC00792XX18,preterm,L,dorsal,1.5430464186394488e-05,0.05681089229816717,133.21801242769715
27,sub-CC00830XX14,preterm,L,dorsal,0.0008428883074081961,0.44643505436499464,94.68563826599731
28,sub-CC00891XX18,preterm,L,dorsal,0.013036043057272129,1.8476240471621819,95.22992956377995
29,sub-CC00907XX16,preterm,L,dorsal,0.016784805562147675,1.9889222646052684,91.60789589448518
30,sub-CC00919XX20,preterm,L,dorsal,0.006619454177129502,1.0951244551059929,110.04241371013741
31,sub-CC00997BN25,preterm,L,dorsal,0.0003886888758776186,0.2795360738384591,135.7518727964141
32,sub-CC00998BN26,preterm,L,dorsal,4.1074047547606796e-06,0.02819840774190662,125.94147747750037
33,sub-CC01011XX05,preterm,L,dorsal,0.0045148174031017785,0.7154827430050844,149.8519405829086
34,sub-CC01025XX11,preterm,L,dorsal,0.0011065805993758504,-0.4530957768901283,127.96601168670314
35,sub-CC01038XX16,preterm,L,dorsal,0.04473894128412048,3.2607587461796914,68.38605690305425
